year,team0,team1,seed,wins,losses,winp,cwins,closses,cwinp,pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,result
2013,Creighton,Duke,5,0,2,-0.04999999999999993,-1,1,-0.05600000000000005,58.0,-2.899000000000001,32.0,-50.0,0.03200000000000003,50.0,97.0,0.014999999999999958,-56.0,-92.0,0.018000000000000016,-23.0,-1.2170000000000005,129.0,2.405999999999999,106.0,1.1899999999999977,113.0,2.456999999999999,-39.0,-1.5309999999999997,-33.0,-1.193,71.0,1.4530000000000012,-16.0,-1.5130000000000017,1
2013,Louisville,Oregon,-11,0,-1,0.02400000000000002,2,-2,0.11099999999999999,62.0,4.052999999999997,13.0,37.0,-0.0020000000000000018,27.0,69.0,0.008000000000000007,9.0,11.0,0.0010000000000000009,58.0,2.1069999999999993,-31.0,-0.2010000000000005,27.0,1.9059999999999988,68.0,2.455,76.0,2.561,8.0,0.3639999999999999,-76.0,-1.8500000000000014,13.0,0.9199999999999982,0
2013,Oregon,Louisville,11,0,1,-0.02400000000000002,-2,2,-0.11099999999999999,-62.0,-4.052999999999997,-13.0,-37.0,0.0020000000000000018,-27.0,-69.0,-0.008000000000000007,-9.0,-11.0,-0.0010000000000000009,-58.0,-2.1069999999999993,31.0,0.2010000000000005,-27.0,-1.9059999999999988,-68.0,-2.455,-76.0,-2.561,-8.0,-0.3639999999999999,76.0,1.8500000000000014,-13.0,-0.9199999999999982,1
2013,Duke,Michigan State,-1,2,-3,0.08599999999999997,1,-1,0.05600000000000005,253.0,10.039000000000001,65.0,76.0,0.01599999999999996,84.0,131.0,0.064,39.0,40.0,0.015000000000000013,-59.0,-1.5089999999999986,-66.0,-1.2850000000000001,-125.0,-2.7950000000000017,33.0,1.4459999999999997,-58.0,-1.5599999999999996,-5.0,-0.03699999999999992,-97.0,-2.612,42.0,1.8100000000000005,0
2013,Michigan State,Duke,1,-2,3,-0.08599999999999997,-1,1,-0.05600000000000005,-253.0,-10.039000000000001,-65.0,-76.0,-0.01599999999999996,-84.0,-131.0,-0.064,-39.0,-40.0,-0.015000000000000013,59.0,1.5089999999999986,66.0,1.2850000000000001,125.0,2.7950000000000017,-33.0,-1.4459999999999997,58.0,1.5599999999999996,5.0,0.03699999999999992,97.0,2.612,-42.0,-1.8100000000000005,1
2013,Louisville,Duke,-1,1,0,0.0040000000000000036,0,0,0.0,-4.0,-2.493000000000009,4.0,137.0,-0.030999999999999972,-50.0,-12.0,-0.07500000000000001,38.0,73.0,-0.02100000000000002,156.0,4.447999999999999,42.0,0.5579999999999998,198.0,5.006999999999998,39.0,0.7360000000000007,156.0,4.53,23.0,0.5829999999999997,86.0,2.279,36.0,0.5539999999999985,0
2013,Duke,Louisville,1,-1,0,-0.0040000000000000036,0,0,0.0,4.0,2.493000000000009,-4.0,-137.0,0.030999999999999972,50.0,12.0,0.07500000000000001,-38.0,-73.0,0.02100000000000002,-156.0,-4.447999999999999,-42.0,-0.5579999999999998,-198.0,-5.006999999999998,-39.0,-0.7360000000000007,-156.0,-4.53,-23.0,-0.5829999999999997,-86.0,-2.279,-36.0,-0.5539999999999985,1
2013,Kansas,Western Kentucky,-15,8,-9,0.253,4,-6,0.278,201.0,7.896000000000001,89.0,-7.0,0.04899999999999999,-18.0,-131.0,0.04299999999999998,51.0,11.0,0.05899999999999994,-48.0,-1.0679999999999996,105.0,3.782,57.0,2.7139999999999986,140.0,4.447000000000001,30.0,1.0620000000000003,110.0,3.3320000000000003,-60.0,-1.3239999999999998,-91.0,-2.117000000000001,0
2013,Western Kentucky,Kansas,15,-8,9,-0.253,-4,6,-0.278,-201.0,-7.896000000000001,-89.0,7.0,-0.04899999999999999,18.0,131.0,-0.04299999999999998,-51.0,-11.0,-0.05899999999999994,48.0,1.0679999999999996,-105.0,-3.782,-57.0,-2.7139999999999986,-140.0,-4.447000000000001,-30.0,-1.0620000000000003,-110.0,-3.3320000000000003,60.0,1.3239999999999998,91.0,2.117000000000001,1
2013,North Carolina,Villanova,-1,4,-3,0.09999999999999998,2,-2,0.11099999999999999,388.0,9.418000000000006,272.0,501.0,0.029000000000000026,55.0,85.0,0.03799999999999998,-211.0,-252.0,-0.04799999999999993,95.0,2.4819999999999993,26.0,0.04099999999999682,121.0,2.522999999999996,181.0,4.961,24.0,0.4790000000000001,3.0,-0.01200000000000001,-107.0,-3.609,-122.0,-4.147,0
2013,Villanova,North Carolina,1,-4,3,-0.09999999999999998,-2,2,-0.11099999999999999,-388.0,-9.418000000000006,-272.0,-501.0,-0.029000000000000026,-55.0,-85.0,-0.03799999999999998,211.0,252.0,0.04799999999999993,-95.0,-2.4819999999999993,-26.0,-0.04099999999999682,-121.0,-2.522999999999996,-181.0,-4.961,-24.0,-0.4790000000000001,-3.0,0.01200000000000001,107.0,3.609,122.0,4.147,1
2013,VCU,Akron,-7,0,2,-0.04700000000000004,-2,2,-0.125,302.0,4.605000000000004,115.0,290.0,-0.008000000000000007,42.0,92.0,0.014999999999999958,30.0,-10.0,0.05599999999999994,50.0,0.7469999999999999,-98.0,-4.327000000000002,-48.0,-3.581000000000003,20.0,-0.2940000000000005,173.0,4.668,-76.0,-2.5720000000000005,-36.0,-1.862,113.0,2.286999999999999,0
2013,Akron,VCU,7,0,-2,0.04700000000000004,2,-2,0.125,-302.0,-4.605000000000004,-115.0,-290.0,0.008000000000000007,-42.0,-92.0,-0.014999999999999958,-30.0,10.0,-0.05599999999999994,-50.0,-0.7469999999999999,98.0,4.327000000000002,48.0,3.581000000000003,-20.0,0.2940000000000005,-173.0,-4.668,76.0,2.5720000000000005,36.0,1.862,-113.0,-2.286999999999999,1
2013,Michigan,South Dakota State,-9,3,-5,0.14,-1,3,-0.14500000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2013,South Dakota State,Michigan,9,-3,5,-0.14,1,-3,0.14500000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2013,Minnesota,UCLA,5,-3,1,-0.04999999999999993,-5,5,-0.27799999999999997,-351.0,-6.296999999999997,-177.0,-342.0,-0.01200000000000001,0.0,21.0,-0.013000000000000012,3.0,42.0,-0.03699999999999992,120.0,4.369,-93.0,-1.3599999999999994,27.0,3.0090000000000003,-76.0,-1.3659999999999979,-37.0,-0.6450000000000005,58.0,2.043,67.0,2.7829999999999995,55.0,2.648999999999999,0
2013,UCLA,Minnesota,-5,3,-1,0.04999999999999993,5,-5,0.27799999999999997,351.0,6.296999999999997,177.0,342.0,0.01200000000000001,0.0,-21.0,0.013000000000000012,-3.0,-42.0,0.03699999999999992,-120.0,-4.369,93.0,1.3599999999999994,-27.0,-3.0090000000000003,76.0,1.3659999999999979,37.0,0.6450000000000005,-58.0,-2.043,-67.0,-2.7829999999999995,-55.0,-2.648999999999999,1
2013,Florida,Northwestern State,-11,2,0,0.016000000000000014,-1,1,-0.05499999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2013,Northwestern State,Florida,11,-2,0,-0.016000000000000014,1,-1,0.05499999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2013,San Diego State,Oklahoma,-3,1,0,0.01100000000000001,-2,0,-0.04899999999999993,10.0,-1.9100000000000108,8.0,10.0,0.0020000000000000018,34.0,108.0,-0.0020000000000000018,-40.0,21.0,-0.08399999999999996,-10.0,-0.6609999999999996,41.0,0.5159999999999982,31.0,-0.14500000000000313,10.0,-0.07500000000000107,20.0,0.42300000000000004,59.0,1.7560000000000002,17.0,0.1609999999999996,-63.0,-2.511000000000001,0
2013,Oklahoma,San Diego State,3,-1,0,-0.01100000000000001,2,0,0.04899999999999993,-10.0,1.9100000000000108,-8.0,-10.0,-0.0020000000000000018,-34.0,-108.0,0.0020000000000000018,40.0,-21.0,0.08399999999999996,10.0,0.6609999999999996,-41.0,-0.5159999999999982,-31.0,0.14500000000000313,-10.0,0.07500000000000107,-20.0,-0.42300000000000004,-59.0,-1.7560000000000002,-17.0,-0.1609999999999996,63.0,2.511000000000001,1
2013,Florida Gulf Coast,Georgetown,13,2,1,-0.009000000000000008,-1,1,-0.05600000000000005,535.0,10.036999999999992,209.0,441.0,0.0040000000000000036,52.0,180.0,-0.01799999999999996,65.0,101.0,-0.0050000000000000044,117.0,2.681000000000001,131.0,1.8119999999999976,248.0,4.4929999999999986,28.0,-0.4819999999999993,79.0,1.6579999999999995,12.0,0.014000000000000234,126.0,2.588000000000001,95.0,1.3079999999999998,0
2013,Georgetown,Florida Gulf Coast,-13,-2,-1,0.009000000000000008,1,-1,0.05600000000000005,-535.0,-10.036999999999992,-209.0,-441.0,-0.0040000000000000036,-52.0,-180.0,0.01799999999999996,-65.0,-101.0,0.0050000000000000044,-117.0,-2.681000000000001,-131.0,-1.8119999999999976,-248.0,-4.4929999999999986,-28.0,0.4819999999999993,-79.0,-1.6579999999999995,-12.0,-0.014000000000000234,-126.0,-2.588000000000001,-95.0,-1.3079999999999998,1
2013,Kansas,North Carolina,-7,4,-4,0.118,2,-2,0.11099999999999999,-61.0,-1.793999999999997,-72.0,-313.0,0.035999999999999976,-50.0,-123.0,-0.007000000000000006,133.0,130.0,0.06099999999999994,-84.0,-2.469999999999999,93.0,2.735000000000003,9.0,0.26500000000000057,-56.0,-1.6470000000000002,-34.0,-1.0,110.0,3.236,54.0,1.588000000000001,70.0,2.0589999999999993,0
2013,North Carolina,Kansas,7,-4,4,-0.118,-2,2,-0.11099999999999999,61.0,1.793999999999997,72.0,313.0,-0.035999999999999976,50.0,123.0,0.007000000000000006,-133.0,-130.0,-0.06099999999999994,84.0,2.469999999999999,-93.0,-2.735000000000003,-9.0,-0.26500000000000057,56.0,1.6470000000000002,34.0,1.0,-110.0,-3.236,-54.0,-1.588000000000001,-70.0,-2.0589999999999993,1
2013,Michigan,VCU,-1,2,-4,0.10999999999999999,0,2,-0.08299999999999996,-149.0,0.17600000000000193,-29.0,-213.0,0.034999999999999976,-23.0,-123.0,0.031000000000000028,-68.0,-102.0,0.006000000000000005,-121.0,-2.965,101.0,4.420999999999999,-20.0,1.456000000000003,-29.0,0.0129999999999999,-204.0,-5.636,-13.0,-0.20899999999999963,-94.0,-2.200000000000001,-247.0,-6.473999999999998,0
2013,VCU,Michigan,1,-2,4,-0.10999999999999999,0,-2,0.08299999999999996,149.0,-0.17600000000000193,29.0,213.0,-0.034999999999999976,23.0,123.0,-0.031000000000000028,68.0,102.0,-0.006000000000000005,121.0,2.965,-101.0,-4.420999999999999,20.0,-1.456000000000003,29.0,-0.0129999999999999,204.0,5.636,13.0,0.20899999999999963,94.0,2.200000000000001,247.0,6.473999999999998,1
2013,Florida,Minnesota,-8,4,-3,0.10199999999999998,6,-6,0.334,174.0,3.1979999999999933,101.0,73.0,0.03799999999999998,110.0,215.0,0.05399999999999999,-138.0,-199.0,-0.0040000000000000036,-122.0,-4.129000000000001,36.0,0.3829999999999991,-86.0,-3.747,16.0,0.036999999999999034,-11.0,-0.5609999999999999,-74.0,-2.4160000000000004,-72.0,-2.5999999999999996,-95.0,-3.4099999999999984,0
2013,Minnesota,Florida,8,-4,3,-0.10199999999999998,-6,6,-0.334,-174.0,-3.1979999999999933,-101.0,-73.0,-0.03799999999999998,-110.0,-215.0,-0.05399999999999999,138.0,199.0,0.0040000000000000036,122.0,4.129000000000001,-36.0,-0.3829999999999991,86.0,3.747,-16.0,-0.036999999999999034,11.0,0.5609999999999999,74.0,2.4160000000000004,72.0,2.5999999999999996,95.0,3.4099999999999984,1
2013,Florida Gulf Coast,San Diego State,8,5,-3,0.10899999999999999,4,-2,0.15999999999999992,322.0,5.399000000000001,134.0,205.0,0.02200000000000002,46.0,109.0,0.016000000000000014,8.0,13.0,-0.0010000000000000009,48.0,0.7940000000000005,48.0,-0.05900000000000105,96.0,0.7349999999999994,93.0,2.0120000000000005,93.0,2.3309999999999995,-15.0,-0.7090000000000001,135.0,3.2650000000000006,143.0,3.334999999999999,0
2013,San Diego State,Florida Gulf Coast,-8,-5,3,-0.10899999999999999,-4,2,-0.15999999999999992,-322.0,-5.399000000000001,-134.0,-205.0,-0.02200000000000002,-46.0,-109.0,-0.016000000000000014,-8.0,-13.0,0.0010000000000000009,-48.0,-0.7940000000000005,-48.0,0.05900000000000105,-96.0,-0.7349999999999994,-93.0,-2.0120000000000005,-93.0,-2.3309999999999995,15.0,0.7090000000000001,-135.0,-3.2650000000000006,-143.0,-3.334999999999999,1
2013,Michigan,Kansas,3,0,-2,0.051000000000000045,-2,2,-0.11099999999999999,-83.0,2.117999999999995,18.0,21.0,0.0040000000000000036,42.0,87.0,0.016000000000000014,-161.0,-201.0,-0.026000000000000023,-38.0,-0.5240000000000009,-142.0,-2.7260000000000026,-180.0,-3.25,-61.0,-0.9280000000000008,-46.0,-0.9880000000000004,-131.0,-3.68,-158.0,-4.082000000000001,-145.0,-3.4739999999999984,0
2013,Kansas,Michigan,-3,0,2,-0.051000000000000045,2,-2,0.11099999999999999,83.0,-2.117999999999995,-18.0,-21.0,-0.0040000000000000036,-42.0,-87.0,-0.016000000000000014,161.0,201.0,0.026000000000000023,38.0,0.5240000000000009,142.0,2.7260000000000026,180.0,3.25,61.0,0.9280000000000008,46.0,0.9880000000000004,131.0,3.68,158.0,4.082000000000001,145.0,3.4739999999999984,1
2013,Florida,Florida Gulf Coast,-12,-1,0,-0.007000000000000006,1,-1,0.05600000000000005,-173.0,-2.9819999999999993,-57.0,-205.0,0.020999999999999963,43.0,39.0,0.03999999999999998,-102.0,-156.0,0.006000000000000005,-49.0,-1.1420000000000012,-64.0,-1.1829999999999998,-113.0,-2.3260000000000005,2.0,0.4939999999999998,-83.0,-2.2359999999999998,-22.0,-0.5500000000000003,-149.0,-4.053000000000001,-151.0,-4.025999999999998,0
2013,Florida Gulf Coast,Florida,12,1,0,0.007000000000000006,-1,1,-0.05600000000000005,173.0,2.9819999999999993,57.0,205.0,-0.020999999999999963,-43.0,-39.0,-0.03999999999999998,102.0,156.0,-0.006000000000000005,49.0,1.1420000000000012,64.0,1.1829999999999998,113.0,2.3260000000000005,-2.0,-0.4939999999999998,83.0,2.2359999999999998,22.0,0.5500000000000003,149.0,4.053000000000001,151.0,4.025999999999998,1
2013,Michigan,Florida,1,3,-4,0.11699999999999999,-2,2,-0.11099999999999999,116.0,5.864000000000004,58.0,108.0,0.0030000000000000027,-30.0,-83.0,0.0030000000000000027,30.0,23.0,0.025999999999999912,-12.0,-0.05799999999999983,5.0,0.8979999999999997,-7.0,0.8410000000000011,-18.0,-0.0990000000000002,-32.0,-0.782,-15.0,-0.36499999999999977,-63.0,-1.6180000000000003,-36.0,-0.6829999999999998,0
2013,Florida,Michigan,-1,-3,4,-0.11699999999999999,2,-2,0.11099999999999999,-116.0,-5.864000000000004,-58.0,-108.0,-0.0030000000000000027,30.0,83.0,-0.0030000000000000027,-30.0,-23.0,-0.025999999999999912,12.0,0.05799999999999983,-5.0,-0.8979999999999997,7.0,-0.8410000000000011,18.0,0.0990000000000002,32.0,0.782,15.0,0.36499999999999977,63.0,1.6180000000000003,36.0,0.6829999999999998,1
2013,Louisville,Wichita State,-8,-1,0,-0.0050000000000000044,2,-2,0.11099999999999999,140.0,6.346999999999994,43.0,87.0,0.0020000000000000018,-26.0,-66.0,-0.006000000000000005,80.0,90.0,0.02300000000000002,28.0,1.2239999999999984,-36.0,-0.347999999999999,-8.0,0.8759999999999977,41.0,1.6609999999999996,111.0,3.59,-8.0,-0.1070000000000002,-2.0,0.32599999999999874,2.0,0.5970000000000013,0
2013,Wichita State,Louisville,8,1,0,0.0050000000000000044,-2,2,-0.11099999999999999,-140.0,-6.346999999999994,-43.0,-87.0,-0.0020000000000000018,26.0,66.0,0.006000000000000005,-80.0,-90.0,-0.02300000000000002,-28.0,-1.2239999999999984,36.0,0.347999999999999,8.0,-0.8759999999999977,-41.0,-1.6609999999999996,-111.0,-3.59,8.0,0.1070000000000002,2.0,-0.32599999999999874,-2.0,-0.5970000000000013,1
2013,Michigan,Syracuse,0,0,-3,0.07499999999999996,1,-1,0.05600000000000005,-17.0,6.1569999999999965,24.0,-135.0,0.043999999999999984,35.0,11.0,0.04899999999999999,-100.0,-174.0,0.03199999999999992,-149.0,-3.3920000000000012,-32.0,1.198999999999998,-181.0,-2.192999999999998,-38.0,0.17600000000000016,-113.0,-2.6979999999999995,-123.0,-3.262,-137.0,-3.0920000000000005,-136.0,-2.7329999999999988,0
2013,Syracuse,Michigan,0,0,3,-0.07499999999999996,-1,1,-0.05600000000000005,17.0,-6.1569999999999965,-24.0,135.0,-0.043999999999999984,-35.0,-11.0,-0.04899999999999999,100.0,174.0,-0.03199999999999992,149.0,3.3920000000000012,32.0,-1.198999999999998,181.0,2.192999999999998,38.0,-0.17600000000000016,113.0,2.6979999999999995,123.0,3.262,137.0,3.0920000000000005,136.0,2.7329999999999988,1
2013,Louisville,Michigan,-3,0,1,-0.027000000000000024,2,-2,0.11099999999999999,21.0,-1.7120000000000033,-44.0,67.0,-0.03899999999999998,-49.0,-46.0,-0.05199999999999999,158.0,219.0,0.0040000000000000036,127.0,3.542,8.0,-0.5039999999999978,135.0,3.0379999999999967,39.0,0.7360000000000007,167.0,4.873,50.0,1.4259999999999997,125.0,3.497,173.0,4.834999999999999,0
2013,Michigan,Louisville,3,0,-1,0.027000000000000024,-2,2,-0.11099999999999999,-21.0,1.7120000000000033,44.0,-67.0,0.03899999999999998,49.0,46.0,0.05199999999999999,-158.0,-219.0,-0.0040000000000000036,-127.0,-3.542,-8.0,0.5039999999999978,-135.0,-3.0379999999999967,-39.0,-0.7360000000000007,-167.0,-4.873,-50.0,-1.4259999999999997,-125.0,-3.497,-173.0,-4.834999999999999,1
2014,Florida,Albany,-15,13,-11,0.35,9,-7,0.43799999999999994,292.0,4.7039999999999935,111.0,159.0,0.02300000000000002,76.0,202.0,0.0040000000000000036,-6.0,83.0,-0.08699999999999997,64.0,1.3160000000000007,42.0,-0.14099999999999824,106.0,1.1750000000000043,99.0,2.2620000000000005,69.0,1.7060000000000004,-1.0,-0.20899999999999963,-20.0,-1.3320000000000007,0.0,-1.0130000000000017,0
2014,Albany,Florida,15,-13,11,-0.35,-9,7,-0.43799999999999994,-292.0,-4.7039999999999935,-111.0,-159.0,-0.02300000000000002,-76.0,-202.0,-0.0040000000000000036,6.0,-83.0,0.08699999999999997,-64.0,-1.3160000000000007,-42.0,0.14099999999999824,-106.0,-1.1750000000000043,-99.0,-2.2620000000000005,-69.0,-1.7060000000000004,1.0,0.20899999999999963,20.0,1.3320000000000007,0.0,1.0130000000000017,1
2014,Pittsburgh,Colorado,1,4,-4,0.118,1,-1,0.05499999999999994,55.0,1.6180000000000092,46.0,3.0,0.02400000000000002,-2.0,-62.0,0.035999999999999976,-35.0,-42.0,-0.0050000000000000044,2.0,0.058999999999999275,-78.0,-2.2940000000000005,-76.0,-2.2349999999999994,139.0,4.089,33.0,0.9710000000000001,-13.0,-0.3820000000000001,-91.0,-2.6769999999999996,30.0,0.8829999999999991,0
2014,Colorado,Pittsburgh,-1,-4,4,-0.118,-1,1,-0.05499999999999994,-55.0,-1.6180000000000092,-46.0,-3.0,-0.02400000000000002,2.0,62.0,-0.035999999999999976,35.0,42.0,0.0050000000000000044,-2.0,-0.058999999999999275,78.0,2.2940000000000005,76.0,2.2349999999999994,-139.0,-4.089,-33.0,-0.9710000000000001,13.0,0.3820000000000001,91.0,2.6769999999999996,-30.0,-0.8829999999999991,1
2014,Stephen F. Austin,VCU,7,7,-8,0.235,6,-4,0.25,-25.0,1.5139999999999958,-17.0,-247.0,0.04500000000000004,-17.0,-48.0,-0.0010000000000000009,26.0,0.0,0.03399999999999992,-53.0,-1.2040000000000006,-131.0,-3.259999999999998,-184.0,-4.463999999999999,100.0,3.4290000000000003,-130.0,-3.6000000000000005,-44.0,-1.2039999999999997,-43.0,-0.9320000000000004,26.0,1.379999999999999,0
2014,VCU,Stephen F. Austin,-7,-7,8,-0.235,-6,4,-0.25,25.0,-1.5139999999999958,17.0,247.0,-0.04500000000000004,17.0,48.0,0.0010000000000000009,-26.0,0.0,-0.03399999999999992,53.0,1.2040000000000006,131.0,3.259999999999998,184.0,4.463999999999999,-100.0,-3.4290000000000003,130.0,3.6000000000000005,44.0,1.2039999999999997,43.0,0.9320000000000004,-26.0,-1.379999999999999,1
2014,UCLA,Tulsa,-9,5,-4,0.129,-1,3,-0.14500000000000002,370.0,8.733000000000004,174.0,173.0,0.04799999999999999,27.0,-30.0,0.067,-5.0,-94.0,0.07399999999999995,-19.0,-0.8579999999999988,39.0,0.4230000000000018,20.0,-0.43499999999999517,172.0,4.690999999999999,89.0,2.412,-27.0,-0.9059999999999997,-19.0,-0.8949999999999996,-100.0,-3.5680000000000014,0
2014,Tulsa,UCLA,9,-5,4,-0.129,1,-3,0.14500000000000002,-370.0,-8.733000000000004,-174.0,-173.0,-0.04799999999999999,-27.0,30.0,-0.067,5.0,94.0,-0.07399999999999995,19.0,0.8579999999999988,-39.0,-0.4230000000000018,-20.0,0.43499999999999517,-172.0,-4.690999999999999,-89.0,-2.412,27.0,0.9059999999999997,19.0,0.8949999999999996,100.0,3.5680000000000014,1
2014,Dayton,Ohio State,5,2,-3,0.08200000000000007,0,-2,0.06899999999999995,49.0,3.6000000000000085,28.0,-9.0,0.017000000000000015,20.0,-31.0,0.05199999999999999,-27.0,-31.0,-0.007999999999999896,21.0,0.9269999999999996,-41.0,-0.5329999999999977,-20.0,0.394999999999996,22.0,1.032,-67.0,-1.8000000000000007,-67.0,-1.8940000000000001,17.0,0.8529999999999998,100.0,3.530000000000001,0
2014,Ohio State,Dayton,-5,-2,3,-0.08200000000000007,0,2,-0.06899999999999995,-49.0,-3.6000000000000085,-28.0,9.0,-0.017000000000000015,-20.0,31.0,-0.05199999999999999,27.0,31.0,0.007999999999999896,-21.0,-0.9269999999999996,41.0,0.5329999999999977,20.0,-0.394999999999996,-22.0,-1.032,67.0,1.8000000000000007,67.0,1.8940000000000001,-17.0,-0.8529999999999998,-100.0,-3.530000000000001,1
2014,Syracuse,Western Michigan,-11,3,-3,0.09300000000000008,0,0,0.0,-139.0,-4.343999999999994,8.0,127.0,-0.029000000000000026,-31.0,-97.0,0.0030000000000000027,-124.0,-152.0,-0.02100000000000002,106.0,3.312999999999999,-100.0,-3.1240000000000023,6.0,0.1869999999999976,18.0,0.5630000000000006,67.0,2.093000000000001,48.0,1.4999999999999996,-168.0,-5.25,-77.0,-2.405999999999999,0
2014,Western Michigan,Syracuse,11,-3,3,-0.09300000000000008,0,0,0.0,139.0,4.343999999999994,-8.0,-127.0,0.029000000000000026,31.0,97.0,-0.0030000000000000027,124.0,152.0,0.02100000000000002,-106.0,-3.312999999999999,100.0,3.1240000000000023,-6.0,-0.1869999999999976,-18.0,-0.5630000000000006,-67.0,-2.093000000000001,-48.0,-1.4999999999999996,168.0,5.25,77.0,2.405999999999999,1
2014,Stanford,New Mexico,3,-4,4,-0.121,-5,5,-0.2769999999999999,-37.0,-1.1209999999999951,6.0,-3.0,0.0040000000000000036,2.0,-46.0,0.033999999999999975,-51.0,-43.0,-0.02400000000000002,-35.0,-1.0599999999999987,-83.0,-2.5150000000000006,-118.0,-3.575000000000003,-121.0,-3.667,6.0,0.18200000000000038,-32.0,-0.9699999999999998,19.0,0.5760000000000005,36.0,1.091000000000001,0
2014,New Mexico,Stanford,-3,4,-4,0.121,5,-5,0.2769999999999999,37.0,1.1209999999999951,-6.0,3.0,-0.0040000000000000036,-2.0,46.0,-0.033999999999999975,51.0,43.0,0.02400000000000002,35.0,1.0599999999999987,83.0,2.5150000000000006,118.0,3.575000000000003,121.0,3.667,-6.0,-0.18200000000000038,32.0,0.9699999999999998,-19.0,-0.5760000000000005,-36.0,-1.091000000000001,1
2014,Kansas,Eastern Kentucky,-13,-1,1,-0.030000000000000027,3,-1,0.09000000000000008,19.0,0.5759999999999934,45.0,73.0,0.0050000000000000044,-119.0,-243.0,-0.04500000000000004,48.0,111.0,-0.040000000000000036,146.0,4.424,250.0,7.5760000000000005,396.0,12.0,15.0,0.4540000000000006,-98.0,-2.9699999999999998,121.0,3.667,86.0,2.606,9.0,0.2729999999999997,0
2014,Eastern Kentucky,Kansas,13,1,-1,0.030000000000000027,-3,1,-0.09000000000000008,-19.0,-0.5759999999999934,-45.0,-73.0,-0.0050000000000000044,119.0,243.0,0.04500000000000004,-48.0,-111.0,0.040000000000000036,-146.0,-4.424,-250.0,-7.5760000000000005,-396.0,-12.0,-15.0,-0.4540000000000006,98.0,2.9699999999999998,-121.0,-3.667,-86.0,-2.606,-9.0,-0.2729999999999997,1
2014,Florida,Pittsburgh,-8,5,-5,0.14700000000000002,7,-7,0.389,-59.0,-1.7360000000000042,-16.0,-38.0,0.0010000000000000009,58.0,142.0,0.01200000000000001,-85.0,-65.0,-0.04999999999999993,-14.0,-0.41199999999999903,0.0,0.0,-14.0,-0.41199999999999903,-78.0,-2.2940000000000005,7.0,0.2060000000000004,-5.0,-0.1469999999999998,27.0,0.7949999999999999,-43.0,-1.2650000000000006,0
2014,Pittsburgh,Florida,8,-5,5,-0.14700000000000002,-7,7,-0.389,59.0,1.7360000000000042,16.0,38.0,-0.0010000000000000009,-58.0,-142.0,-0.01200000000000001,85.0,65.0,0.04999999999999993,14.0,0.41199999999999903,0.0,0.0,14.0,0.41199999999999903,78.0,2.2940000000000005,-7.0,-0.2060000000000004,5.0,0.1469999999999998,-27.0,-0.7949999999999999,43.0,1.2650000000000006,1
2014,UCLA,Stephen F. Austin,-8,-6,7,-0.20499999999999996,-6,6,-0.33299999999999996,258.0,5.338999999999999,113.0,131.0,0.025999999999999968,-18.0,-121.0,0.04400000000000004,50.0,25.0,0.041000000000000036,-82.0,-2.7669999999999995,187.0,4.907,105.0,2.1409999999999982,38.0,0.629999999999999,69.0,1.806,-3.0,-0.17899999999999983,-16.0,-0.8040000000000003,-88.0,-3.2040000000000006,0
2014,Stephen F. Austin,UCLA,8,6,-7,0.20499999999999996,6,-6,0.33299999999999996,-258.0,-5.338999999999999,-113.0,-131.0,-0.025999999999999968,18.0,121.0,-0.04400000000000004,-50.0,-25.0,-0.041000000000000036,82.0,2.7669999999999995,-187.0,-4.907,-105.0,-2.1409999999999982,-38.0,-0.629999999999999,-69.0,-1.806,3.0,0.17899999999999983,16.0,0.8040000000000003,88.0,3.2040000000000006,1
2014,Dayton,Syracuse,8,0,1,-0.02400000000000002,-4,2,-0.15300000000000002,241.0,5.2379999999999995,77.0,55.0,0.029000000000000026,57.0,96.0,0.04299999999999998,30.0,66.0,-0.02199999999999991,-55.0,-2.0489999999999995,77.0,1.6910000000000025,22.0,-0.3569999999999993,49.0,1.1229999999999993,-65.0,-2.213000000000001,-72.0,-2.332,112.0,3.125,153.0,4.155000000000001,0
2014,Syracuse,Dayton,-8,0,-1,0.02400000000000002,4,-2,0.15300000000000002,-241.0,-5.2379999999999995,-77.0,-55.0,-0.029000000000000026,-57.0,-96.0,-0.04299999999999998,-30.0,-66.0,0.02199999999999991,55.0,2.0489999999999995,-77.0,-1.6910000000000025,-22.0,0.3569999999999993,-49.0,-1.1229999999999993,65.0,2.213000000000001,72.0,2.332,-112.0,-3.125,-153.0,-4.155000000000001,1
2014,Stanford,Kansas,8,-1,1,-0.029999999999999916,-4,4,-0.22199999999999998,-201.0,-6.090999999999994,-70.0,-30.0,-0.030999999999999972,11.0,-7.0,0.026000000000000023,-72.0,-92.0,-0.008000000000000007,-67.0,-2.0299999999999994,-62.0,-1.8789999999999978,-129.0,-3.908999999999999,-110.0,-3.333,-27.0,-0.8179999999999996,-49.0,-1.4849999999999994,-69.0,-2.0909999999999993,-99.0,-3.0,0
